title,detail_url,act_details_url,enactment_date,document_type,pdf_url,raw_source,act_id,full_text_source,is_amendment,original_detail_url,original_title,original_raw_source,original_act_details_url,original_act_id,original_full_text_source,original_enactment_date
"বাংলাদেশ ট্রাভেল এজেন্সি (নিবন্ধন ও নিয়ন্ত্রণ) (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1596.html,http://bdlaws.minlaw.gov.bd/act-details-1596.html,2026-01-01,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-05-09-34-55-Ordinance-No.-3-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1596-html.html,act-1596,data\full_text\act-details-1596.txt,True,http://bdlaws.minlaw.gov.bd/act-1141.html,"বাংলাদেশ ট্রাভেল এজেন্সি (নিবন্ধন ও নিয়ন্ত্রণ) আইন, ২০১৩",data\raw\http-bdlaws-minlaw-gov-bd-act-1141-html.html,http://bdlaws.minlaw.gov.bd/act-details-1141.html,act-1141,data\full_text\act-details-1141.txt,2013-11-27
"Registration (Amendment) Ordinance, 2026",http://bdlaws.minlaw.gov.bd/act-1597.html,http://bdlaws.minlaw.gov.bd/act-details-1597.html,2026-01-01,Ordinance,,data\raw\http-bdlaws-minlaw-gov-bd-act-1597-html.html,act-1597,data\full_text\act-details-1597.txt,True,http://bdlaws.minlaw.gov.bd/act-90.html,"The Registration Act, 1908",data\raw\http-bdlaws-minlaw-gov-bd-act-90-html.html,http://bdlaws.minlaw.gov.bd/act-details-90.html,act-90,data\full_text\act-details-90.txt,1908-12-18
"মানব পাচার ও অভিবাসী চোরাচালান প্রতিরোধ ও দমন অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1598.html,http://bdlaws.minlaw.gov.bd/act-details-1598.html,2026-06-01,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-08-11-09-45-Ordinance-No.-05-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1598-html.html,act-1598,data\full_text\act-details-1598.txt,False,,,,,,,
"গুম প্রতিরোধ ও প্রতিকার (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1599.html,http://bdlaws.minlaw.gov.bd/act-details-1599.html,2026-06-01,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-08-12-53-15-Ordinance-No.-06-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1599-html.html,act-1599,data\full_text\act-details-1599.txt,True,http://bdlaws.minlaw.gov.bd/act-1586.html,"গুম প্রতিরোধ ও প্রতিকার অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1586-html.html,http://bdlaws.minlaw.gov.bd/act-details-1586.html,act-1586,data\full_text\act-details-1586.txt,2025-01-12
"আইনগত সহায়তা প্রদান (দ্বিতীয় সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1600.html,http://bdlaws.minlaw.gov.bd/act-details-1600.html,2026-07-01,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-13-12-18-44-Ordinance-No.-7-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1600-html.html,act-1600,data\full_text\act-details-1600.txt,True,http://bdlaws.minlaw.gov.bd/act-834.html,"আইনগত সহায়তা প্রদান আইন, ২০০০",data\raw\http-bdlaws-minlaw-gov-bd-act-834-html.html,http://bdlaws.minlaw.gov.bd/act-details-834.html,act-834,data\full_text\act-details-834.txt,
"বন ও বৃক্ষ সংরক্ষণ অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1601.html,http://bdlaws.minlaw.gov.bd/act-details-1601.html,2026-06-01,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-11-12-44-15-ফরম.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1601-html.html,act-1601,data\full_text\act-details-1601.txt,False,,,,,,,
"বন্যপ্রাণী (সংরক্ষণ ও নিরাপত্তা) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1602.html,http://bdlaws.minlaw.gov.bd/act-details-1602.html,2026-07-01,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-12-09-51-46-তফসিল_1602.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1602-html.html,act-1602,data\full_text\act-details-1602.txt,False,,,,,,,
"বাংলাদেশ বিল্ডিং রেগুলেটরি কর্তৃপক্ষ অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1603.html,http://bdlaws.minlaw.gov.bd/act-details-1603.html,2026-01-14,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-15-15-17-28-Ordinance-No.-10-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1603-html.html,act-1603,data\full_text\act-details-1603.txt,False,,,,,,,
"বাংলাদেশ হাওর ও জলাভূমি সংরক্ষণ অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1604.html,http://bdlaws.minlaw.gov.bd/act-details-1604.html,2026-01-14,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-18-10-51-10-Schedule_1604.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1604-html.html,act-1604,data\full_text\act-details-1604.txt,False,,,,,,,
"ভূমি ব্যবহার নিয়ন্ত্রণ ও কৃষিভূমি সুরক্ষা অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1605.html,http://bdlaws.minlaw.gov.bd/act-details-1605.html,2026-01-19,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-22-11-01-53-Schedule_1605.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1605-html.html,act-1605,data\full_text\act-details-1605.txt,False,,,,,,,
"রাজধানী উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1606.html,http://bdlaws.minlaw.gov.bd/act-details-1606.html,2026-01-19,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-22-11-55-41-Ordinance-No.-13-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1606-html.html,act-1606,data\full_text\act-details-1606.txt,False,,,,,,,
"বরিশাল উন্নয়ন কর্তৃপক্ষ (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1607.html,http://bdlaws.minlaw.gov.bd/act-details-1607.html,2026-01-19,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-22-13-38-49-Ordinance-No.-14-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1607-html.html,act-1607,data\full_text\act-details-1607.txt,True,http://bdlaws.minlaw.gov.bd/act-1581.html,"বরিশাল উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1581-html.html,http://bdlaws.minlaw.gov.bd/act-details-1581.html,act-1581,data\full_text\act-details-1581.txt,2025-11-26
"ময়মনসিংহ উন্নয়ন কর্তৃপক্ষ (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1608.html,http://bdlaws.minlaw.gov.bd/act-details-1608.html,2026-01-19,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-22-13-43-14-Ordinance-No.-15-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1608-html.html,act-1608,data\full_text\act-details-1608.txt,True,http://bdlaws.minlaw.gov.bd/act-1582.html,"ময়মনসিংহ উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1582-html.html,http://bdlaws.minlaw.gov.bd/act-details-1582.html,act-1582,data\full_text\act-details-1582.txt,2025-11-26
"রংপুর উন্নয়ন কর্তৃপক্ষ (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1609.html,http://bdlaws.minlaw.gov.bd/act-details-1609.html,2026-01-19,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-22-13-47-36-Ordinance-No.-16-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1609-html.html,act-1609,data\full_text\act-details-1609.txt,True,http://bdlaws.minlaw.gov.bd/act-1583.html,"রংপুর উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1583-html.html,http://bdlaws.minlaw.gov.bd/act-details-1583.html,act-1583,data\full_text\act-details-1583.txt,2025-11-26
"সুপ্রীম কোর্ট সচিবালয় (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1610.html,http://bdlaws.minlaw.gov.bd/act-details-1610.html,2026-01-25,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-26-09-46-43-Ordinance-No.-17-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1610-html.html,act-1610,data\full_text\act-details-1610.txt,True,http://bdlaws.minlaw.gov.bd/act-1585.html,"সুপ্রীম কোর্ট সচিবালয় অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1585-html.html,http://bdlaws.minlaw.gov.bd/act-details-1585.html,act-1585,data\full_text\act-details-1585.txt,2025-11-30
"জুলাই গণঅভ্যুত্থান (সুরক্ষা ও দায় নির্ধারণ) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1611.html,http://bdlaws.minlaw.gov.bd/act-details-1611.html,2026-01-25,Ordinance,,data\raw\http-bdlaws-minlaw-gov-bd-act-1611-html.html,act-1611,data\full_text\act-details-1611.txt,False,,,,,,,
"মাইক্রোফাইন্যান্স ব্যাংক অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1612.html,http://bdlaws.minlaw.gov.bd/act-details-1612.html,2026-01-28,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-01-29-09-49-29-Ordinance-No.19-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1612-html.html,act-1612,data\full_text\act-details-1612.txt,False,,,,,,,
"বাংলাদেশ বেসরকারি রপ্তানী প্রক্রিয়াকরণ অঞ্চল (রহিতকরণ) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1613.html,http://bdlaws.minlaw.gov.bd/act-details-1613.html,2026-02-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-03-09-56-05-Ordinance-No.-20-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1613-html.html,act-1613,data\full_text\act-details-1613.txt,False,,,,,,,
"Protection and Conservation of Fish (Amendment) Ordinance, 2026",http://bdlaws.minlaw.gov.bd/act-1614.html,http://bdlaws.minlaw.gov.bd/act-details-1614.html,2026-02-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-03-10-02-21-Ordinance-No.-21-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1614-html.html,act-1614,data\full_text\act-details-1614.txt,True,http://bdlaws.minlaw.gov.bd/act-233.html,"The Protection and Conservation of Fish Act, 1950 (East Bengal Act)",data\raw\http-bdlaws-minlaw-gov-bd-act-233-html.html,http://bdlaws.minlaw.gov.bd/act-details-233.html,act-233,data\full_text\act-details-233.txt,1950-05-18
"বাংলাদেশ শিল্পকলা একাডেমি (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1615.html,http://bdlaws.minlaw.gov.bd/act-details-1615.html,2026-03-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-05-10-33-41-Ordinance-No.-22-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1615-html.html,act-1615,data\full_text\act-details-1615.txt,True,,,,,,,
"ব্যক্তিগত উপাত্ত সুরক্ষা (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1616.html,http://bdlaws.minlaw.gov.bd/act-details-1616.html,2026-05-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-08-10-18-48-Ordinance-No.-23-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1616-html.html,act-1616,data\full_text\act-details-1616.txt,True,http://bdlaws.minlaw.gov.bd/act-1574.html,"ব্যক্তিগত উপাত্ত সুরক্ষা অধ্যাদেশ, ২০২৫",data\raw\http-bdlaws-minlaw-gov-bd-act-1574-html.html,http://bdlaws.minlaw.gov.bd/act-details-1574.html,act-1574,data\full_text\act-details-1574.txt,2025-06-11
"Registration (Second Amendment) Ordinance, 2026",http://bdlaws.minlaw.gov.bd/act-1617.html,http://bdlaws.minlaw.gov.bd/act-details-1617.html,2026-05-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-08-10-32-26-Ordinance-No.-24-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1617-html.html,act-1617,data\full_text\act-details-1617.txt,True,http://bdlaws.minlaw.gov.bd/act-90.html,"The Registration Act, 1908",data\raw\http-bdlaws-minlaw-gov-bd-act-90-html.html,http://bdlaws.minlaw.gov.bd/act-details-90.html,act-90,data\full_text\act-details-90.txt,1908-12-18
"বাংলাদেশ টেলিযোগাযোগ নিয়ন্ত্রণ (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1618.html,http://bdlaws.minlaw.gov.bd/act-details-1618.html,2026-05-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-10-10-05-37-Ordinance-No.-25-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1618-html.html,act-1618,data\full_text\act-details-1618.txt,True,http://bdlaws.minlaw.gov.bd/act-857.html,"বাংলাদেশ টেলিযোগাযোগ নিয়ন্ত্রণ আইন, ২০০১",data\raw\http-bdlaws-minlaw-gov-bd-act-857-html.html,http://bdlaws.minlaw.gov.bd/act-details-857.html,act-857,data\full_text\act-details-857.txt,2026-04-16
"ঢাকা সেন্ট্রাল ইউনিভার্সিটি অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1619.html,http://bdlaws.minlaw.gov.bd/act-details-1619.html,2026-08-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-09-16-35-09-তফসিল_1619.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1619-html.html,act-1619,data\full_text\act-details-1619.txt,False,,,,,,,
"বেসরকারী শিক্ষা প্রতিষ্ঠান শিক্ষক ও কর্মচারী অবসর সুবিধা (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1620.html,http://bdlaws.minlaw.gov.bd/act-details-1620.html,2026-09-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-10-09-43-55-Ordinance-No.-27-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1620-html.html,act-1620,data\full_text\act-details-1620.txt,True,http://bdlaws.minlaw.gov.bd/act-895.html,"বেসরকারী শিক্ষা প্রতিষ্ঠান শিক্ষক ও কর্মচারী অবসর সুবিধা আইন, ২০০২",data\raw\http-bdlaws-minlaw-gov-bd-act-895-html.html,http://bdlaws.minlaw.gov.bd/act-details-895.html,act-895,data\full_text\act-details-895.txt,2002-01-12
"বেসরকারী শিক্ষা প্রতিষ্ঠান শিক্ষক ও কর্মচারী কল্যাণ ট্রাষ্ট (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1621.html,http://bdlaws.minlaw.gov.bd/act-details-1621.html,2026-09-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-10-10-01-56-Ordinance-No.-28-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1621-html.html,act-1621,data\full_text\act-details-1621.txt,True,http://bdlaws.minlaw.gov.bd/act-739.html,"বেসরকারী শিক্ষা প্রতিষ্ঠান শিক্ষক ও কর্মচারী কল্যাণ ট্রাষ্ট আইন, ১৯৯০",data\raw\http-bdlaws-minlaw-gov-bd-act-739-html.html,http://bdlaws.minlaw.gov.bd/act-details-739.html,act-739,data\full_text\act-details-739.txt,
"জাতীয় ক্রীড়া পরিষদ (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1622.html,http://bdlaws.minlaw.gov.bd/act-details-1622.html,2026-09-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-10-10-18-03-Ordinance-No.-29-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1622-html.html,act-1622,data\full_text\act-details-1622.txt,True,http://bdlaws.minlaw.gov.bd/act-1264.html,"জাতীয় ক্রীড়া পরিষদ আইন, ২০১৮",data\raw\http-bdlaws-minlaw-gov-bd-act-1264-html.html,http://bdlaws.minlaw.gov.bd/act-details-1264.html,act-1264,data\full_text\act-details-1264.txt,2018-08-10
"তথ্য অধিকার (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1623.html,http://bdlaws.minlaw.gov.bd/act-details-1623.html,2026-09-02,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-10-10-17-38-Ordinance-No.-30-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1623-html.html,act-1623,data\full_text\act-details-1623.txt,True,http://bdlaws.minlaw.gov.bd/act-1011.html,"তথ্য অধিকার আইন, ২০০৯",data\raw\http-bdlaws-minlaw-gov-bd-act-1011-html.html,http://bdlaws.minlaw.gov.bd/act-details-1011.html,act-1011,data\full_text\act-details-1011.txt,2009-06-04
"বাংলাদেশ গ্যাস (সংশোধন) অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1624.html,http://bdlaws.minlaw.gov.bd/act-details-1624.html,2026-02-15,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-17-10-16-47-Ordinance-No.-31-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1624-html.html,act-1624,data\full_text\act-details-1624.txt,True,http://bdlaws.minlaw.gov.bd/act-1052.html,"বাংলাদেশ গ্যাস আইন, ২০১০",data\raw\http-bdlaws-minlaw-gov-bd-act-1052-html.html,http://bdlaws.minlaw.gov.bd/act-details-1052.html,act-1052,data\full_text\act-details-1052.txt,2010-07-19
"কুমিল্লা উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1625.html,http://bdlaws.minlaw.gov.bd/act-details-1625.html,2026-02-15,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-17-10-33-03-Ordinance-No.-32-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1625-html.html,act-1625,data\full_text\act-details-1625.txt,False,,,,,,,
"নারায়ণগঞ্জ উন্নয়ন কর্তৃপক্ষ অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1626.html,http://bdlaws.minlaw.gov.bd/act-details-1626.html,2026-02-15,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-17-11-13-16-Ordinance-No.-33-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1626-html.html,act-1626,data\full_text\act-details-1626.txt,False,,,,,,,
"Negotiable Instruments (Amendment) Ordinance, 2026",http://bdlaws.minlaw.gov.bd/act-1627.html,http://bdlaws.minlaw.gov.bd/act-details-1627.html,2026-02-15,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-17-12-30-09-Ordinance-No.-34-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1627-html.html,act-1627,data\full_text\act-details-1627.txt,True,http://bdlaws.minlaw.gov.bd/act-46.html,"The Negotiable Instruments Act, 1881",data\raw\http-bdlaws-minlaw-gov-bd-act-46-html.html,http://bdlaws.minlaw.gov.bd/act-details-46.html,act-46,data\full_text\act-details-46.txt,1881-09-12
"Bangladesh House Building Finance Corporation (Amendment) Ordinance, 2026",http://bdlaws.minlaw.gov.bd/act-1628.html,http://bdlaws.minlaw.gov.bd/act-details-1628.html,2026-02-15,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-17-14-13-57-Ordinance-No.-35-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1628-html.html,act-1628,data\full_text\act-details-1628.txt,True,,,,,,,
"বাংলাদেশ বনশিল্প উন্নয়ন কর্পোরেশন অধ্যাদেশ, ২০২৬",http://bdlaws.minlaw.gov.bd/act-1629.html,http://bdlaws.minlaw.gov.bd/act-details-1629.html,2026-02-15,Ordinance,http://bdlaws.minlaw.gov.bd/upload/act/2026-02-17-15-43-00-Ordinance-No.-36-of-2026.pdf,data\raw\http-bdlaws-minlaw-gov-bd-act-1629-html.html,act-1629,data\full_text\act-details-1629.txt,False,,,,,,,
